seqnames	start	end	width	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XV	573144	573159	16	+	2	13	0.69	16	2.88	1.11	0.11	Promoter	15	573175	574830	1656	1	YOR132W	YOR132W_mRNA	-16
XV	575006	575023	18	+	2	16	0.75	18	4.25	1.19	0.19	Promoter	15	575098	577626	2529	1	YOR133W	YOR133W_mRNA	-75
XV	575052	575068	17	+	3	37	0.62	17	0.43	0.67	0.16	Promoter	15	575098	577626	2529	1	YOR133W	YOR133W_mRNA	-30
XV	578460	578460	1	+	1	5	1	1	0	2	1	Promoter	15	578564	579793	1230	1	YOR134W	YOR134W_mRNA	-104
XV	580052	580052	1	+	1	6	1	1	0	2	1	Promoter	15	580250	581359	1110	1	YOR136W	YOR136W_mRNA	-198
XV	580138	580161	24	+	8	42	0.24	24	0	-0.87	0.04	Promoter	15	580250	581359	1110	1	YOR136W	YOR136W_mRNA	-89
XV	580210	580210	1	+	1	6	1	1	0	2	1	Promoter	15	580250	581359	1110	1	YOR136W	YOR136W_mRNA	-40
XV	586649	586651	3	+	2	30	0.83	3	-0.67	1.35	0.35	Promoter	15	586981	589281	2301	1	YOR140W	YOR140W_mRNA	-330
XV	592829	592885	57	+	6	35	0.23	57	2.83	-0.48	0.04	Promoter	15	593057	594046	990	1	YOR142W	YOR142W_mRNA	-172
XV	595059	595059	1	+	1	8	1	1	0	2	1	Promoter	15	595112	596434	1323	1	YOR142W-A	YOR142W-A	-53
XV	598520	598520	1	+	1	3	1	1	0	2	1	Exon (YOR142W-B/YOR142W-B, exon 1 of 1)	15	595112	600380	5269	1	YOR142W-B	YOR142W-B	3408
XV	606582	606582	1	+	1	3	1	1	0	2	1	Promoter	15	606607	608475	1869	1	YOR147W	YOR147W_mRNA	-25
XV	611949	611972	24	+	2	7	0.57	24	1.64	1.01	0.01	Promoter	15	611999	612490	492	1	YOR150W	YOR150W_mRNA	-27
XV	618691	618691	1	+	1	3	1	1	0	2	1	Distal Intergenic	15	619840	624375	4536	1	YOR153W	YOR153W_mRNA	-1149
XV	619666	619687	22	+	8	147	0.4	22	1.6	-0.17	0.28	Promoter	15	619840	624375	4536	1	YOR153W	YOR153W_mRNA	-153
XV	624660	624688	29	+	8	66	0.26	29	3.47	-0.71	0.1	Promoter	15	624729	626492	1764	1	YOR154W	YOR154W_mRNA	-41
XV	624719	624719	1	+	1	6	1	1	0	2	1	Promoter	15	624729	626492	1764	1	YOR154W	YOR154W_mRNA	-10
XV	632097	632097	1	+	1	5	1	1	0	2	1	Promoter	15	632164	633120	957	1	YOR158W	YOR158W_mRNA	-67
XV	632127	632159	33	+	10	135	0.2	33	-1.14	-1.07	0.07	Promoter	15	632164	633120	957	1	YOR158W	YOR158W_mRNA	-5
XV	633771	633786	16	+	3	14	0.43	16	0.86	0.47	0.03	Promoter	15	633839	636757	2919	1	YOR160W	YOR160W_mRNA	-53
XV	642680	642720	41	+	6	107	0.5	41	0.83	0.07	0.26	Promoter	15	642741	643307	567	1	YOR163W	YOR163W_mRNA	-21
XV	644528	644541	14	+	4	22	0.5	14	2.5	0.23	0.12	Promoter	15	644566	646896	2331	1	YOR165W	YOR165W_mRNA	-25
XV	649261	649286	26	+	6	61	0.31	26	3.27	-0.29	0.11	Promoter	15	649303	651732	2430	1	YOR168W	YOR168W_mRNA	-17
XV	654166	654183	18	+	4	43	0.33	18	-2.43	0.07	0.03	Promoter	15	654210	656570	2361	1	YOR172W	YOR172W_mRNA	-27
XV	656808	656808	1	+	1	3	1	1	0	2	1	Promoter	15	657264	658325	1062	1	YOR173W	YOR173W_mRNA	-456
XV	657208	657237	30	+	3	26	0.69	30	6.81	0.8	0.24	Promoter	15	657264	658325	1062	1	YOR173W	YOR173W_mRNA	-27
XV	658633	658670	38	+	4	27	0.63	38	-11.76	0.47	0.23	Promoter	15	658747	659601	855	1	YOR174W	YOR174W_mRNA	-77
XV	662108	662108	1	+	1	4	1	1	0	2	1	Promoter	15	662401	663582	1182	1	YOR176W	YOR176W_mRNA	-293
XV	662134	662134	1	+	1	3	1	1	0	2	1	Promoter	15	662401	663582	1182	1	YOR176W	YOR176W_mRNA	-267
XV	662218	662235	18	+	3	11	0.45	18	1.41	0.46	0.03	Promoter	15	662401	663582	1182	1	YOR176W	YOR176W_mRNA	-166
XV	662280	662392	113	+	17	121	0.14	113	-3.92	-1.91	0.04	Promoter	15	662401	663582	1182	1	YOR176W	YOR176W_mRNA	-9
XV	662420	662420	1	+	1	4	1	1	0	2	1	Promoter	15	662401	663582	1182	1	YOR176W	YOR176W_mRNA	19
XV	662448	662448	1	+	1	3	1	1	0	2	1	Promoter	15	662401	663582	1182	1	YOR176W	YOR176W_mRNA	47
XV	662923	662923	1	+	1	3	1	1	0	2	1	Exon (YOR176W_mRNA/YOR176W, exon 1 of 1)	15	662401	663582	1182	1	YOR176W	YOR176W_mRNA	522
XV	675420	675420	1	+	1	3	1	1	0	2	1	Promoter	15	675939	677840	1902	1	YOR181W	YOR181W_mRNA	-519
XV	675869	675869	1	+	1	16	1	1	0	2	1	Promoter	15	675939	677840	1902	1	YOR181W	YOR181W_mRNA	-70
XV	679247	679247	1	+	1	7	1	1	0	2	1	Promoter	15	679357	680544	1188	1	YOR184W	YOR184W_mRNA	-110
XV	679298	679321	24	+	4	23	0.35	24	-0.63	0.08	0.04	Promoter	15	679357	680544	1188	1	YOR184W	YOR184W_mRNA	-36
XV	683902	683902	1	+	1	4	1	1	0	2	1	Promoter	15	684030	685343	1314	1	YOR187W	YOR187W_mRNA	-128
XV	683936	683961	26	+	4	63	0.52	26	1.31	0.35	0.17	Promoter	15	684030	685343	1314	1	YOR187W	YOR187W_mRNA	-69
XV	683986	684022	37	+	5	30	0.33	37	5	-0.23	0.04	Promoter	15	684030	685343	1314	1	YOR187W	YOR187W_mRNA	-8
XV	685678	685707	30	+	4	29	0.62	30	-5.98	0.46	0.23	Promoter	15	685767	689180	3414	1	YOR188W	YOR188W_mRNA	-60
XV	685743	685743	1	+	1	6	1	1	0	2	1	Promoter	15	685767	689180	3414	1	YOR188W	YOR188W_mRNA	-24
XV	689590	689619	30	+	5	38	0.34	30	0.5	-0.21	0.05	Promoter	15	689624	689974	351	1	YOR189W	YOR189W_mRNA	-5
XV	692366	692400	35	+	7	55	0.33	35	5.49	-0.58	0.08	Promoter	15	692475	697334	4860	1	YOR191W	YOR191W_mRNA	-75
XV	692441	692457	17	+	2	10	0.7	17	-3.2	1.12	0.12	Promoter	15	692475	697334	4860	1	YOR191W	YOR191W_mRNA	-18
XV	701883	701883	1	+	1	3	1	1	0	2	1	Distal Intergenic	15	710201	710272	72	1	tM(CAU)O1	tM(CAU)O1_tRNA	-8318
XV	710375	710393	19	+	4	20	0.35	19	1.85	0.04	0.02	Promoter	15	710446	711576	1131	1	YOR193W	YOR193W_mRNA	-53
XV	712796	712796	1	+	1	10	1	1	0	2	1	Promoter	15	712866	715331	2466	1	YOR195W	YOR195W_mRNA	-70
XV	717057	717094	38	+	9	120	0.38	38	-4.89	-0.7	0.15	Promoter	15	717086	718384	1299	1	YOR197W	YOR197W_mRNA	0
XV	721919	721942	24	+	5	63	0.41	24	-1.04	0.19	0.22	Promoter	15	721946	722608	663	1	YOR202W	YOR202W_mRNA	-4
XV	722883	722892	10	+	2	33	0.55	10	0.41	1.01	0.01	Promoter	15	722911	724725	1815	1	YOR204W	YOR204W_mRNA	-19
XV	727476	727484	9	+	5	99	0.82	9	2.23	0.97	0.56	Promoter	15	727512	729644	2133	1	YOR206W	YOR206W_mRNA	-28
XV	733698	733698	1	+	1	4	1	1	0	2	1	Promoter	15	733925	736177	2253	1	YOR208W	YOR208W_mRNA	-227
XV	733759	733759	1	+	1	9	1	1	0	2	1	Promoter	15	733925	736177	2253	1	YOR208W	YOR208W_mRNA	-166
XV	733952	733952	1	+	1	5	1	1	0	2	1	Promoter	15	733925	736177	2253	1	YOR208W	YOR208W_mRNA	27
XV	738251	738312	62	+	10	83	0.24	62	0.62	-1	0.1	Promoter	15	738320	738532	213	1	YOR210W	YOR210W_mRNA	-8
XV	742647	742658	12	+	2	10	0.7	12	2.2	1.12	0.12	Promoter	15	742910	744181	1272	1	YOR212W	YOR212W_mRNA	-252
XV	742687	742687	1	+	1	7	1	1	0	2	1	Promoter	15	742910	744181	1272	1	YOR212W	YOR212W_mRNA	-223
XV	742745	742750	6	+	3	16	0.5	6	-0.62	0.52	0.07	Promoter	15	742910	744181	1272	1	YOR212W	YOR212W_mRNA	-160
XV	742778	742824	47	+	7	78	0.37	47	-8.14	-0.3	0.18	Promoter	15	742910	744181	1272	1	YOR212W	YOR212W_mRNA	-86
XV	749187	749214	28	+	3	17	0.53	28	-3.97	0.55	0.09	Promoter	15	749301	751886	2586	1	YOR217W	YOR217W_mRNA	-87
XV	749240	749240	1	+	1	5	1	1	0	2	1	Promoter	15	749301	751886	2586	1	YOR217W	YOR217W_mRNA	-61
XV	755310	755348	39	+	4	42	0.33	39	-0.24	0.08	0.04	Promoter	15	755328	756125	798	1	YOR220W	YOR220W_mRNA	0
XV	757821	757821	1	+	1	3	1	1	0	2	1	Promoter	15	758330	759253	924	1	YOR222W	YOR222W_mRNA	-509
XV	757871	757881	11	+	3	20	0.45	11	-0.75	0.46	0.03	Promoter	15	758330	759253	924	1	YOR222W	YOR222W_mRNA	-449
XV	758296	758311	16	+	4	53	0.47	16	1.56	0.3	0.15	Promoter	15	758330	759253	924	1	YOR222W	YOR222W_mRNA	-19
XV	759740	759759	20	+	5	24	0.5	20	-3	0	0.14	Promoter	15	759782	760660	879	1	YOR223W	YOR223W_mRNA	-23
XV	759784	759784	1	+	1	6	1	1	0	2	1	Promoter	15	759782	760660	879	1	YOR223W	YOR223W_mRNA	2
XV	762567	762567	1	+	1	8	1	1	0	2	1	Promoter	15	762825	766565	3741	1	YOR227W	YOR227W_mRNA	-258
XV	762623	762629	7	+	2	6	0.5	7	0	1	0	Promoter	15	762825	766565	3741	1	YOR227W	YOR227W_mRNA	-196
XV	762825	762825	1	+	1	4	1	1	0	2	1	Promoter	15	762825	766565	3741	1	YOR227W	YOR227W_mRNA	0
XV	763211	763211	1	+	1	4	1	1	0	2	1	Exon (YOR227W_mRNA/YOR227W, exon 1 of 1)	15	762825	766565	3741	1	YOR227W	YOR227W_mRNA	386
XV	769668	769668	1	+	1	3	1	1	0	2	1	Exon (YOR229W_mRNA/YOR229W, exon 1 of 1)	15	770800	772113	1314	1	YOR230W	YOR230W_mRNA	-1132
XV	770749	770773	25	+	2	24	0.83	25	-8	1.35	0.35	Promoter	15	770800	772113	1314	1	YOR230W	YOR230W_mRNA	-27
XV	772421	772504	84	+	11	75	0.28	84	3.18	-1.14	0.09	Promoter	15	772601	774127	1527	1	YOR231W	YOR231W_mRNA	-97
XV	772536	772556	21	+	3	14	0.36	21	0.29	0.42	0	Promoter	15	772601	774127	1527	1	YOR231W	YOR231W_mRNA	-45
XV	774442	774490	49	+	9	129	0.26	49	-2.13	-0.83	0.11	Promoter	15	774573	775259	687	1	YOR232W	YOR232W_mRNA	-83
XV	775621	775652	32	+	3	15	0.4	32	0.5	0.48	0.04	Promoter	15	775846	778248	2403	1	YOR233W	YOR233W_mRNA	-194
XV	780105	780110	6	+	3	26	0.69	6	-0.15	0.82	0.25	Promoter	15	780107	780596	490	1	snR17a	snR17a_snoRNA	0
XV	780278	780294	17	+	3	10	0.4	17	2.8	0.43	0.01	Exon (snR17a_snoRNA/snR17a, exon 2 of 2)	15	780107	780596	490	1	snR17a	snR17a_snoRNA	171
XV	780357	780384	28	+	3	10	0.4	28	-2.6	0.43	0.01	Exon (snR17a_snoRNA/snR17a, exon 2 of 2)	15	780107	780596	490	1	snR17a	snR17a_snoRNA	250
XV	780883	780912	30	+	5	34	0.32	30	-3.35	-0.18	0.06	Promoter	15	780906	781541	636	1	YOR236W	YOR236W_mRNA	0
XV	783670	783692	23	+	2	18	0.83	23	-7.33	1.35	0.35	Promoter	15	783677	784588	912	1	YOR238W	YOR238W_mRNA	0
XV	784789	784863	75	+	15	143	0.19	75	-8.36	-1.56	0.09	Promoter	15	784857	786744	1888	1	YOR239W	YOR239W_mRNA	0
XV	787098	787109	12	+	2	7	0.57	12	0.79	1.01	0.01	Exon (YOR241W_mRNA/YOR241W, exon 1 of 1)	15	786995	788641	1647	1	YOR241W	YOR241W_mRNA	103
XV	787151	787177	27	+	4	19	0.37	27	0	0.07	0.03	Exon (YOR241W_mRNA/YOR241W, exon 1 of 1)	15	786995	788641	1647	1	YOR241W	YOR241W_mRNA	156
XV	792473	792502	30	+	4	40	0.52	30	5.2	0.26	0.13	Promoter	15	792531	793868	1338	1	YOR244W	YOR244W_mRNA	-29
XV	797414	797476	63	+	12	238	0.3	63	2.51	-0.94	0.18	Promoter	15	797676	798308	633	1	YOR247W	YOR247W_mRNA	-200
XV	803635	803653	19	+	5	73	0.36	19	-3.4	-0.06	0.11	Promoter	15	803667	804203	537	1	YOR252W	YOR252W_mRNA	-14
XV	803796	803796	1	+	1	3	1	1	0	2	1	Exon (YOR252W_mRNA/YOR252W, exon 1 of 1)	15	803667	804203	537	1	YOR252W	YOR252W_mRNA	129
XV	804345	804367	23	+	5	27	0.44	23	-0.63	-0.08	0.1	Promoter	15	804377	804907	531	1	YOR253W	YOR253W_mRNA	-10
XV	810942	811028	87	+	13	235	0.47	87	-8.79	-0.52	0.32	Promoter	15	811008	811493	486	1	YOR257W	YOR257W_mRNA	0
XV	811151	811151	1	+	1	3	1	1	0	2	1	Exon (YOR257W_mRNA/YOR257W, exon 1 of 1)	15	811008	811493	486	1	YOR257W	YOR257W_mRNA	143
XV	813924	813950	27	+	4	34	0.65	27	-3.12	0.51	0.26	Promoter	15	813984	815720	1737	1	YOR260W	YOR260W_mRNA	-34
XV	817229	817229	1	+	1	6	1	1	0	2	1	Promoter	15	817292	818335	1044	1	YOR262W	YOR262W_mRNA	-63
XV	818808	818825	18	+	2	20	0.5	18	0	1	0	Promoter	15	818866	820158	1293	1	YOR264W	YOR264W_mRNA	-41
XV	820268	820268	1	+	1	5	1	1	0	2	1	Promoter	15	820454	820774	321	1	YOR265W	YOR265W_mRNA	-186
XV	820383	820440	58	+	8	90	0.31	58	5.8	-0.51	0.16	Promoter	15	820454	820774	321	1	YOR265W	YOR265W_mRNA	-14
XV	820919	820926	8	+	2	8	0.5	8	0	1	0	Promoter	15	821023	822294	1272	1	YOR266W	YOR266W_mRNA	-97
XV	820984	820984	1	+	1	3	1	1	0	2	1	Promoter	15	821023	822294	1272	1	YOR266W	YOR266W_mRNA	-39
XV	826309	826309	1	+	1	5	1	1	0	2	1	Promoter	15	826385	827869	1485	1	YOR269W	YOR269W_mRNA	-76
XV	826369	826369	1	+	1	3	1	1	0	2	1	Promoter	15	826385	827869	1485	1	YOR269W	YOR269W_mRNA	-16
XV	832332	832339	8	+	3	22	0.73	8	-2.27	0.88	0.29	Promoter	15	832332	832521	190	1	snR8	snR8_snoRNA	0
XV	832750	832800	51	+	8	61	0.26	51	-4.43	-0.76	0.08	Promoter	15	832813	834195	1383	1	YOR272W	YOR272W_mRNA	-13
XV	837260	837260	1	+	1	3	1	1	0	2	1	Promoter	15	837674	838960	1287	1	YOR274W	YOR274W_mRNA	-414
XV	837674	837674	1	+	1	3	1	1	0	2	1	Promoter	15	837674	838960	1287	1	YOR274W	YOR274W_mRNA	0
XV	838298	838298	1	+	1	3	1	1	0	2	1	Exon (YOR274W_mRNA/YOR274W, exon 1 of 1)	15	837674	838960	1287	1	YOR274W	YOR274W_mRNA	624
XV	841264	841348	85	+	16	246	0.27	85	-12.91	-1.4	0.15	Promoter	15	841333	841818	486	1	YOR276W	YOR276W_mRNA	0
XV	847366	847366	1	+	1	3	1	1	0	2	1	Promoter	15	847453	848145	693	1	YOR283W	YOR283W_mRNA	-87
XV	848431	848431	1	+	1	3	1	1	0	2	1	Promoter	15	848478	849209	732	1	YOR284W	YOR284W_mRNA	-47
XV	849615	849637	23	+	5	92	0.43	23	-1.3	0.11	0.19	Promoter	15	849635	850054	420	1	YOR285W	YOR285W_mRNA	0
XV	850244	850276	33	+	5	53	0.51	33	1.79	0.06	0.16	Promoter	15	850280	850729	450	1	YOR286W	YOR286W_mRNA	-4
XV	853359	853365	7	+	2	16	0.69	7	1.12	1.1	0.1	Promoter	15	853357	854112	756	1	YOR289W	YOR289W_mRNA	2
XV	866938	866938	1	+	1	3	1	1	0	2	1	Promoter	15	867098	867852	755	1	YOR293W	YOR293W_mRNA	-160
XV	867027	867103	77	+	16	413	0.23	77	-0.4	-1.25	0.19	Promoter	15	867098	867852	755	1	YOR293W	YOR293W_mRNA	0
XV	868291	868307	17	+	5	34	0.56	17	-1.79	0.13	0.2	Promoter	15	868340	868951	612	1	YOR294W	YOR294W_mRNA	-33
XV	870098	870115	18	+	2	8	0.62	18	2.12	1.05	0.05	Promoter	15	870202	874071	3870	1	YOR296W	YOR296W_mRNA	-87
XV	878357	878357	1	+	1	10	1	1	0	2	1	Promoter	15	878435	880675	2241	1	YOR299W	YOR299W_mRNA	-78
XV	878391	878391	1	+	1	8	1	1	0	2	1	Promoter	15	878435	880675	2241	1	YOR299W	YOR299W_mRNA	-44
XV	878422	878422	1	+	1	3	1	1	0	2	1	Promoter	15	878435	880675	2241	1	YOR299W	YOR299W_mRNA	-13
XV	880931	881017	87	+	13	99	0.15	87	-14.7	-1.55	0.04	Promoter	15	880965	882272	1308	1	YOR301W	YOR301W_mRNA	0
XV	882663	882673	11	+	4	25	0.4	11	0.04	0.09	0.04	Promoter	15	882765	882842	78	1	YOR302W	YOR302W_mRNA	-92
XV	884322	884348	27	+	4	31	0.55	27	5.06	0.37	0.18	Promoter	15	884514	887876	3363	1	YOR304W	YOR304W_mRNA	-166
XV	884394	884412	19	+	4	24	0.58	19	5.71	0.37	0.18	Promoter	15	884514	887876	3363	1	YOR304W	YOR304W_mRNA	-102
XV	888938	888957	20	+	3	12	0.42	20	2.42	0.45	0.02	Promoter	15	889022	889750	729	1	YOR305W	YOR305W_mRNA	-65
XV	898680	898680	1	+	1	3	1	1	0	2	1	Distal Intergenic	15	903043	903372	330	1	YOR314W	YOR314W_mRNA	-4363
XV	904673	904691	19	+	3	15	0.53	19	-2.73	0.54	0.08	Promoter	15	904760	905800	1041	1	YOR315W	YOR315W_mRNA	-69
XV	909232	909314	83	+	7	50	0.44	83	20.1	-0.36	0.16	Promoter	15	909343	911445	2103	1	YOR317W	YOR317W_mRNA	-29
XV	912645	912645	1	+	1	3	1	1	0	2	1	Promoter	15	912822	913463	642	1	YOR319W	YOR319W_mRNA	-177
XV	912785	912785	1	+	1	3	1	1	0	2	1	Promoter	15	912822	913463	642	1	YOR319W	YOR319W_mRNA	-37
XV	925505	925505	1	+	1	4	1	1	0	2	1	Promoter	15	925721	930445	4725	1	YOR326W	YOR326W_mRNA	-216
XV	925531	925556	26	+	4	40	0.65	26	-6.85	0.52	0.26	Promoter	15	925721	930445	4725	1	YOR326W	YOR326W_mRNA	-165
XV	925644	925644	1	+	1	3	1	1	0	2	1	Promoter	15	925721	930445	4725	1	YOR326W	YOR326W_mRNA	-77
XV	943599	943637	39	+	10	194	0.49	39	9.6	-0.17	0.35	Promoter	15	943656	944357	702	1	YOR332W	YOR332W_mRNA	-19
XV	949746	949746	1	+	1	4	1	1	0	2	1	Promoter	15	949773	953870	4098	1	YOR336W	YOR336W_mRNA	-27
XV	954358	954358	1	+	1	4	1	1	0	2	1	Promoter	15	954344	956623	2280	1	YOR337W	YOR337W_mRNA	14
XV	955676	955677	2	+	2	6	0.5	2	0	1	0	Exon (YOR337W_mRNA/YOR337W, exon 1 of 1)	15	956898	957989	1092	1	YOR338W	YOR338W_mRNA	-1221
XV	960862	960882	21	+	5	60	0.53	21	2.05	0.3	0.27	Promoter	15	960987	965981	4995	1	YOR341W	YOR341W_mRNA	-105
XV	969236	969236	1	+	1	4	1	1	0	2	1	Downstream (2-3kb)	15	970578	971894	1317	1	YOR343W-A	YOR343W-A	-1342
XV	970273	970273	1	+	1	5	1	1	0	2	1	Promoter	15	970578	971894	1317	1	YOR343W-A	YOR343W-A	-305
XV	971247	971247	1	+	1	4	1	1	0	2	1	Exon (YOR343W-B/YOR343W-B, exon 1 of 1)	15	970578	975891	5314	1	YOR343W-B	YOR343W-B	669
XV	981659	981659	1	+	1	5	1	1	0	2	1	Promoter	15	981828	984785	2958	1	YOR346W	YOR346W_mRNA	-169
XV	989762	989762	1	+	1	7	1	1	0	2	1	Promoter	15	989789	992833	3045	1	YOR349W	YOR349W_mRNA	-27
XV	995049	995072	24	+	2	6	0.5	24	0	1	0	Distal Intergenic	15	997213	998244	1032	1	YOR352W	YOR352W_mRNA	-2141
XV	997156	997156	1	+	1	4	1	1	0	2	1	Promoter	15	997213	998244	1032	1	YOR352W	YOR352W_mRNA	-57
XV	1003953	1003959	7	+	2	11	0.64	7	0.82	1.05	0.05	Downstream (2-3kb)	15	1005137	1006705	1569	1	YOR355W	YOR355W_mRNA	-1178
XV	1004632	1004646	15	+	2	17	0.65	15	2.06	1.06	0.06	Promoter	15	1005137	1006705	1569	1	YOR355W	YOR355W_mRNA	-491
XV	1007162	1007190	29	+	3	9	0.33	29	1	0.42	0	Promoter	15	1007221	1009116	1896	1	YOR356W	YOR356W_mRNA	-31
XV	1009969	1009979	11	+	2	6	0.5	11	0	1	0	Promoter	15	1010161	1010889	729	1	YOR358W	YOR358W_mRNA	-182
XV	1010013	1010013	1	+	1	4	1	1	0	2	1	Promoter	15	1010161	1010889	729	1	YOR358W	YOR358W_mRNA	-148
XV	1010073	1010134	62	+	6	45	0.27	62	6.43	-0.53	0.02	Promoter	15	1010161	1010889	729	1	YOR358W	YOR358W_mRNA	-27
XV	1010181	1010189	9	+	2	7	0.57	9	-0.57	1.01	0.01	Promoter	15	1010161	1010889	729	1	YOR358W	YOR358W_mRNA	20
XV	1011049	1011049	1	+	1	3	1	1	0	2	1	Promoter	15	1011189	1012760	1572	1	YOR359W	YOR359W_mRNA	-140
XV	1023434	1023434	1	+	1	3	1	1	0	2	1	Promoter	15	1023371	1023739	369	1	YOR364W	YOR364W_mRNA	63
XV	1023681	1023681	1	+	1	6	1	1	0	2	1	Exon (YOR364W_mRNA/YOR364W, exon 1 of 1)	15	1023371	1023739	369	1	YOR364W	YOR364W_mRNA	310
XV	1025973	1026006	34	+	6	62	0.32	34	2.58	-0.29	0.11	Promoter	15	1026007	1026609	603	1	YOR367W	YOR367W_mRNA	-1
XV	1026812	1026812	1	+	1	10	1	1	0	2	1	Promoter	15	1026843	1028048	1206	1	YOR368W	YOR368W_mRNA	-31
XV	1039773	1039804	32	+	5	79	0.42	32	5.55	-0.04	0.12	Promoter	15	1039840	1041399	1560	1	YOR374W	YOR374W_mRNA	-36
XV	1040898	1040898	1	+	1	4	1	1	0	2	1	Exon (YOR374W_mRNA/YOR374W, exon 1 of 1)	15	1039840	1041399	1560	1	YOR374W	YOR374W_mRNA	1058
XV	1044552	1044552	1	+	1	4	1	1	0	2	1	Promoter	15	1045196	1045351	156	1	YOR376W-A	YOR376W-A_mRNA	-644
XV	1044706	1044721	16	+	3	32	0.44	16	1.09	0.53	0.07	Promoter	15	1045196	1045351	156	1	YOR376W-A	YOR376W-A_mRNA	-475
XV	1046162	1046238	77	+	10	75	0.29	77	2.41	-1.02	0.09	Promoter	15	1046226	1047803	1578	1	YOR377W	YOR377W_mRNA	0
XV	1046272	1046272	1	+	1	4	1	1	0	2	1	Promoter	15	1046226	1047803	1578	1	YOR377W	YOR377W_mRNA	46
XV	1051077	1051082	6	+	2	13	0.69	6	-0.96	1.11	0.11	Promoter	15	1051290	1052930	1641	1	YOR380W	YOR380W_mRNA	-208
XV	1054276	1054276	1	+	1	3	1	1	0	2	1	Distal Intergenic	15	1055545	1057680	2136	1	YOR381W	YOR381W_mRNA	-1269
XV	1055535	1055535	1	+	1	3	1	1	0	2	1	Promoter	15	1055545	1057680	2136	1	YOR381W	YOR381W_mRNA	-10
XV	1059214	1059214	1	+	1	4	1	1	0	2	1	Promoter	15	1059531	1059992	462	1	YOR382W	YOR382W_mRNA	-317
XV	1059440	1059459	20	+	2	10	0.7	20	3.8	1.12	0.12	Promoter	15	1059531	1059992	462	1	YOR382W	YOR382W_mRNA	-72
XV	1059503	1059527	25	+	5	130	0.5	25	-1.72	0.14	0.2	Promoter	15	1059531	1059992	462	1	YOR382W	YOR382W_mRNA	-4
XV	1061452	1061452	1	+	1	3	1	1	0	2	1	Promoter	15	1061564	1063648	2085	1	YOR384W	YOR384W_mRNA	-112
XV	1065005	1065005	1	+	1	4	1	1	0	2	1	Promoter	15	1065043	1065915	873	1	YOR385W	YOR385W_mRNA	-38
XV	1065035	1065069	35	+	7	59	0.49	35	-7	-0.19	0.22	Promoter	15	1065043	1065915	873	1	YOR385W	YOR385W_mRNA	0
XV	1066825	1066829	5	+	2	14	0.5	5	0	1	0	Promoter	15	1066839	1068536	1698	1	YOR386W	YOR386W_mRNA	-10
XV	15594	15594	1	-	1	3	1	1	0	2	1	Promoter	15	15233	15505	273	2	YOL159C-A	YOL159C-A_mRNA	-89
XV	17840	17840	1	-	1	3	1	1	0	2	1	Promoter	15	17281	17796	516	2	YOL159C	YOL159C_mRNA	-44
XV	21290	21299	10	-	2	8	0.5	10	0	1	0	Promoter	15	19491	21311	1821	2	YOL158C	YOL158C_mRNA	21
XV	21333	21333	1	-	1	12	1	1	0	2	1	Promoter	15	19491	21311	1821	2	YOL158C	YOL158C_mRNA	-22
XV	21393	21393	1	-	1	3	1	1	0	2	1	Promoter	15	19491	21311	1821	2	YOL158C	YOL158C_mRNA	-82
XV	21428	21437	10	-	2	8	0.62	10	1.12	1.05	0.05	Promoter	15	19491	21311	1821	2	YOL158C	YOL158C_mRNA	-126
XV	23274	23274	1	-	1	3	1	1	0	2	1	Exon (YOL157C_mRNA/YOL157C, exon 1 of 1)	15	22525	24294	1770	2	YOL157C	YOL157C_mRNA	1020
XV	31660	31684	25	-	2	19	0.63	25	-3.16	1.05	0.05	Promoter	15	28703	31606	2904	2	YOL155C	YOL155C_mRNA	-78
XV	38627	38627	1	-	1	3	1	1	0	2	1	Distal Intergenic	15	44473	44784	312	2	YOL150C	YOL150C_mRNA	6157
XV	47604	47634	31	-	3	24	0.62	31	7.25	0.7	0.18	Promoter	15	45760	47574	1815	2	YOL148C	YOL148C_mRNA	-60
XV	48665	48665	1	-	1	4	1	1	0	2	1	Promoter	15	47933	48643	711	2	YOL147C	YOL147C_mRNA	-22
XV	52821	52841	21	-	2	8	0.5	21	0	1	0	Promoter	15	49555	52788	3234	2	YOL145C	YOL145C_mRNA	-53
XV	55139	55171	33	-	8	111	0.32	33	-6.23	-0.6	0.13	Promoter	15	54595	55104	510	2	YOL143C	YOL143C_mRNA	-67
XV	61051	61108	58	-	9	78	0.27	58	5.32	-0.83	0.11	Promoter	15	60383	61024	642	2	YOL139C	YOL139C_mRNA	-84
XV	65389	65389	1	-	1	10	1	1	0	2	1	Promoter	15	61325	65350	4026	2	YOL138C	YOL138C_mRNA	-39
XV	68976	68989	14	-	3	12	0.42	14	-0.92	0.45	0.02	Promoter	15	67561	68754	1194	2	YOL136C	YOL136C_mRNA	-235
XV	69022	69024	3	-	2	8	0.62	3	0.25	1.05	0.05	Promoter	15	67561	68754	1194	2	YOL136C	YOL136C_mRNA	-270
XV	70038	70108	71	-	12	75	0.12	71	2.43	-1.52	0.02	Promoter	15	69376	70044	669	2	YOL135C	YOL135C_mRNA	0
