seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XIII	496598	496630	33	-	31	6	Exon (YMR114C_mRNA/YMR114C, exon 1 of 1)	13	496343	497449	1107	2	YMR114C	YMR114C_mRNA	851
XIII	497470	497519	50	-	22	5	Promoter	13	496343	497449	1107	2	YMR114C	YMR114C_mRNA	-70
XIII	500698	500717	20	-	62	6	Promoter	13	499456	500688	1233	2	YMR116C	YMR116C_mRNA	-29
XIII	501904	501933	30	-	58	8	Promoter	13	501250	501891	642	2	YMR117C	YMR117C_mRNA	-42
XIII	509302	509334	33	-	31	4	Promoter	13	507502	509280	1779	2	YMR120C	YMR120C_mRNA	-54
XIII	510375	510412	38	-	13	3	Promoter	13	509734	510348	615	2	YMR121C	YMR121C_mRNA	-64
XIII	513349	513349	1	-	3	1	Downstream (2-3kb)	13	510701	511075	375	2	YMR122C	YMR122C_mRNA	-2274
XIII	522019	522019	1	-	6	1	Promoter	13	520761	521789	1029	2	YMR126C	YMR126C_mRNA	-230
XIII	534383	534383	1	-	3	1	Exon (YMR131C_mRNA/YMR131C, exon 1 of 1)	13	533163	534698	1536	2	YMR131C	YMR131C_mRNA	315
XIII	534699	534773	75	-	117	15	Promoter	13	533163	534698	1536	2	YMR131C	YMR131C_mRNA	-75
XIII	535603	535615	13	-	8	2	Promoter	13	534944	535570	627	2	YMR132C	YMR132C_mRNA	-45
XIII	537085	537085	1	-	3	1	Downstream (2-3kb)	13	534944	535570	627	2	YMR132C	YMR132C_mRNA	-1515
XIII	540017	540109	93	-	56	11	Promoter	13	538689	540056	1368	2	YMR135C	YMR135C_mRNA	0
XIII	544979	545024	46	-	12	4	Promoter	13	542978	544963	1986	2	YMR137C	YMR137C_mRNA	-61
XIII	545705	545705	1	-	3	1	Promoter	13	542978	544963	1986	2	YMR137C	YMR137C_mRNA	-742
XIII	550614	550614	1	-	3	1	Promoter	13	549736	550044	309	2	YMR141C	YMR141C_mRNA	-570
XIII	550710	550710	1	-	5	1	Exon (YMR142C_mRNA/YMR142C, exon 2 of 2)	13	550206	551207	1002	2	YMR142C	YMR142C_mRNA	497
XIII	551176	551176	1	-	3	1	Promoter	13	550206	551207	1002	2	YMR142C	YMR142C_mRNA	31
XIII	551211	551248	38	-	307	13	Promoter	13	550206	551207	1002	2	YMR142C	YMR142C_mRNA	-41
XIII	556544	556544	1	-	5	1	Promoter	13	554793	556475	1683	2	YMR145C	YMR145C_mRNA	-69
XIII	556611	556611	1	-	5	1	Promoter	13	554793	556475	1683	2	YMR145C	YMR145C_mRNA	-136
XIII	556672	556692	21	-	44	5	Promoter	13	554793	556475	1683	2	YMR145C	YMR145C_mRNA	-217
XIII	557759	557768	10	-	11	3	Exon (YMR146C_mRNA/YMR146C, exon 1 of 1)	13	557481	558524	1044	2	YMR146C	YMR146C_mRNA	765
XIII	558531	558606	76	-	169	13	Promoter	13	557481	558524	1044	2	YMR146C	YMR146C_mRNA	-82
XIII	560667	560667	1	-	3	1	Distal Intergenic	13	561956	562528	573	2	YMR150C	YMR150C_mRNA	1861
XIII	562552	562588	37	-	21	5	Promoter	13	561956	562528	573	2	YMR150C	YMR150C_mRNA	-60
XIII	562915	562915	1	-	3	1	Promoter	13	561956	562528	573	2	YMR150C	YMR150C_mRNA	-387
XIII	568209	568209	1	-	4	1	Promoter	13	565999	568182	2184	2	YMR154C	YMR154C_mRNA	-27
XIII	571014	571033	20	-	17	4	Promoter	13	570300	571016	717	2	YMR156C	YMR156C_mRNA	0
XIII	572030	572050	21	-	18	4	Promoter	13	571277	572044	768	2	YMR157C	YMR157C_mRNA	0
XIII	574825	574825	1	-	3	1	Exon (YMR159C_mRNA/YMR159C, exon 1 of 1)	13	574476	574928	453	2	YMR159C	YMR159C_mRNA	103
XIII	574872	574893	22	-	18	3	Promoter	13	574476	574928	453	2	YMR159C	YMR159C_mRNA	56
XIII	584075	584092	18	-	8	2	Promoter	13	578951	583921	4971	2	YMR162C	YMR162C_mRNA	-171
XIII	586533	586533	1	-	5	1	Promoter	13	584271	586388	2118	2	YMR163C	YMR163C_mRNA	-145
XIII	589686	589686	1	-	4	1	Promoter	13	587274	589550	2277	2	YMR164C	YMR164C_mRNA	-136
XIII	592169	592169	1	-	8	1	Exon (YMR165C_mRNA/YMR165C, exon 1 of 1)	13	590040	592628	2589	2	YMR165C	YMR165C_mRNA	459
XIII	592740	592742	3	-	12	2	Promoter	13	590040	592628	2589	2	YMR165C	YMR165C_mRNA	-114
XIII	594619	594619	1	-	4	1	Promoter	13	593367	594473	1107	2	YMR166C	YMR166C_mRNA	-146
XIII	594706	594734	29	-	16	3	Promoter	13	593367	594473	1107	2	YMR166C	YMR166C_mRNA	-261
XIII	599148	599199	52	-	21	4	Promoter	13	597332	599158	1827	2	YMR168C	YMR168C_mRNA	0
XIII	600903	600908	6	-	9	2	Promoter	13	599352	600872	1521	2	YMR169C	YMR169C_mRNA	-36
XIII	603095	603108	14	-	12	3	Promoter	13	601562	603082	1521	2	YMR170C	YMR170C_mRNA	-26
XIII	605716	605716	1	-	12	1	Promoter	13	603868	605520	1653	2	YMR171C	YMR171C_mRNA	-196
XIII	605754	605754	1	-	5	1	Promoter	13	603868	605520	1653	2	YMR171C	YMR171C_mRNA	-234
XIII	610399	610399	1	-	4	1	Promoter	13	610159	610365	207	2	YMR174C	YMR174C_mRNA	-34
XIII	623159	623159	1	-	3	1	Promoter	13	622251	623213	963	2	YMR180C	YMR180C_mRNA	54
XIII	623251	623272	22	-	17	3	Promoter	13	622251	623213	963	2	YMR180C	YMR180C_mRNA	-59
XIII	623901	623901	1	-	3	1	Exon (YMR181C_mRNA/YMR181C, exon 1 of 1)	13	623616	624080	465	2	YMR181C	YMR181C_mRNA	179
XIII	623993	623993	1	-	9	1	Promoter	13	623616	624080	465	2	YMR181C	YMR181C_mRNA	87
XIII	624252	624268	17	-	60	5	Promoter	13	623616	624080	465	2	YMR181C	YMR181C_mRNA	-188
XIII	625222	625222	1	-	3	1	Promoter	13	624532	625167	636	2	YMR182C	YMR182C_mRNA	-55
XIII	625280	625284	5	-	6	2	Promoter	13	624532	625167	636	2	YMR182C	YMR182C_mRNA	-117
XIII	627587	627587	1	-	3	1	Exon (YMR183C_mRNA/YMR183C, exon 1 of 1)	13	626921	627808	888	2	YMR183C	YMR183C_mRNA	221
XIII	627827	627917	91	-	267	23	Promoter	13	626921	627808	888	2	YMR183C	YMR183C_mRNA	-109
XIII	637007	637027	21	-	26	4	Promoter	13	636291	637004	714	2	YMR188C	YMR188C_mRNA	-23
XIII	637054	637088	35	-	29	4	Promoter	13	636291	637004	714	2	YMR188C	YMR188C_mRNA	-84
XIII	645410	645425	16	-	28	4	Promoter	13	640915	645258	4344	2	YMR190C	YMR190C_mRNA	-167
XIII	651905	651905	1	-	3	1	Promoter	13	651072	651458	387	2	YMR193C-A	YMR193C-A_mRNA	-447
XIII	652887	652898	12	-	10	2	Promoter	13	652594	652887	294	2	YMR194C-B	YMR194C-B_mRNA	0
XIII	652932	652932	1	-	7	1	Promoter	13	652594	652887	294	2	YMR194C-B	YMR194C-B_mRNA	-45
XIII	652974	652974	1	-	3	1	Promoter	13	652594	652887	294	2	YMR194C-B	YMR194C-B_mRNA	-87
XIII	653156	653156	1	-	3	1	Promoter	13	652912	653136	225	2	YMR194C-A	YMR194C-A_mRNA	-20
XIII	659168	659178	11	-	11	2	Promoter	13	658545	659198	654	2	YMR197C	YMR197C_mRNA	30
XIII	659208	659255	48	-	104	7	Promoter	13	658545	659198	654	2	YMR197C	YMR197C_mRNA	-57
XIII	667059	667078	20	-	14	2	Promoter	13	665845	667044	1200	2	YMR201C	YMR201C_mRNA	-34
XIII	667120	667120	1	-	4	1	Promoter	13	665845	667044	1200	2	YMR201C	YMR201C_mRNA	-76
XIII	671337	671337	1	-	4	1	Promoter	13	670063	671325	1263	2	YMR204C	YMR204C_mRNA	-12
XIII	672028	672028	1	-	3	1	Promoter	13	670063	671325	1263	2	YMR204C	YMR204C_mRNA	-703
XIII	674773	674853	81	-	155	15	Promoter	13	671887	674766	2880	2	YMR205C	YMR205C_mRNA	-87
XIII	674895	674924	30	-	20	4	Promoter	13	671887	674766	2880	2	YMR205C	YMR205C_mRNA	-158
XIII	676835	676835	1	-	4	1	Distal Intergenic	13	671887	674766	2880	2	YMR205C	YMR205C_mRNA	-2069
XIII	687293	687333	41	-	41	6	Promoter	13	685911	687284	1374	2	YMR209C	YMR209C_mRNA	-49
XIII	693125	693125	1	-	3	1	Promoter	13	690695	693043	2349	2	YMR212C	YMR212C_mRNA	-82
XIII	693171	693189	19	-	20	4	Promoter	13	690695	693043	2349	2	YMR212C	YMR212C_mRNA	-146
XIII	701183	701233	51	-	48	6	Promoter	13	698811	701039	2229	2	YMR216C	YMR216C_mRNA	-194
XIII	706919	706944	26	-	27	3	Promoter	13	703579	706887	3309	2	YMR218C	YMR218C_mRNA	-57
XIII	716329	716349	21	-	19	3	Promoter	13	715638	716309	672	2	YMR222C	YMR222C_mRNA	-40
XIII	720703	720703	1	-	3	1	Promoter	13	718575	720653	2079	2	YMR224C	YMR224C_mRNA	-50
XIII	721406	721424	19	-	30	2	Promoter	13	720960	721403	444	2	YMR225C	YMR225C_mRNA	-21
XIII	722416	722450	35	-	56	5	Promoter	13	721593	722396	804	2	YMR226C	YMR226C_mRNA	-54
XIII	724416	724459	44	-	26	5	Promoter	13	722613	724385	1773	2	YMR227C	YMR227C_mRNA	-74
XIII	726405	726405	1	-	3	1	Exon (YMR229C_mRNA/YMR229C, exon 1 of 1)	13	722613	724385	1773	2	YMR227C	YMR227C_mRNA	-2020
XIII	726492	726508	17	-	8	2	Exon (YMR229C_mRNA/YMR229C, exon 1 of 1)	13	722613	724385	1773	2	YMR227C	YMR227C_mRNA	-2123
XIII	726989	726989	1	-	3	1	Exon (YMR229C_mRNA/YMR229C, exon 1 of 1)	13	722613	724385	1773	2	YMR227C	YMR227C_mRNA	-2604
XIII	728368	728368	1	-	3	1	Exon (YMR229C_mRNA/YMR229C, exon 1 of 1)	13	725934	731123	5190	2	YMR229C	YMR229C_mRNA	2755
XIII	728635	728635	1	-	3	1	Exon (YMR229C_mRNA/YMR229C, exon 1 of 1)	13	725934	731123	5190	2	YMR229C	YMR229C_mRNA	2488
XIII	731176	731181	6	-	7	2	Promoter	13	725934	731123	5190	2	YMR229C	YMR229C_mRNA	-58
XIII	731225	731225	1	-	8	1	Promoter	13	725934	731123	5190	2	YMR229C	YMR229C_mRNA	-102
XIII	732096	732096	1	-	4	1	Promoter	13	725934	731123	5190	2	YMR229C	YMR229C_mRNA	-973
XIII	741823	741823	1	-	3	1	Exon (YMR235C_mRNA/YMR235C, exon 1 of 1)	13	741512	742735	1224	2	YMR235C	YMR235C_mRNA	912
XIII	741901	741905	5	-	8	2	Exon (YMR235C_mRNA/YMR235C, exon 1 of 1)	13	741512	742735	1224	2	YMR235C	YMR235C_mRNA	834
XIII	741950	741971	22	-	15	3	Exon (YMR235C_mRNA/YMR235C, exon 1 of 1)	13	741512	742735	1224	2	YMR235C	YMR235C_mRNA	785
XIII	742028	742028	1	-	4	1	Exon (YMR235C_mRNA/YMR235C, exon 1 of 1)	13	741512	742735	1224	2	YMR235C	YMR235C_mRNA	707
XIII	742759	742759	1	-	14	1	Promoter	13	741512	742735	1224	2	YMR235C	YMR235C_mRNA	-24
XIII	749727	749753	27	-	54	7	Promoter	13	748262	749677	1416	2	YMR239C	YMR239C_mRNA	-76
XIII	751291	751298	8	-	11	2	Promoter	13	749930	751240	1311	2	YMR240C	YMR240C_mRNA	-58
XIII	753596	753596	1	-	5	1	Exon (YMR242C_mRNA/YMR242C, exon 1 of 1)	13	753225	753742	518	2	YMR242C	YMR242C_mRNA	146
XIII	753742	753742	1	-	76	1	Promoter	13	753225	753742	518	2	YMR242C	YMR242C_mRNA	0
XIII	754228	754250	23	-	227	4	Promoter	13	753225	753742	518	2	YMR242C	YMR242C_mRNA	-508
XIII	754330	754330	1	-	9	1	Promoter	13	753225	753742	518	2	YMR242C	YMR242C_mRNA	-588
XIII	756224	756224	1	-	11	1	Promoter	13	754838	756166	1329	2	YMR243C	YMR243C_mRNA	-58
XIII	756277	756329	53	-	33	4	Promoter	13	754838	756166	1329	2	YMR243C	YMR243C_mRNA	-163
XIII	758840	758916	77	-	59	8	Promoter	13	758517	758831	315	2	YMR244C-A	YMR244C-A_mRNA	-85
XIII	759078	759103	26	-	9	2	Promoter	13	758517	758831	315	2	YMR244C-A	YMR244C-A_mRNA	-272
XIII	759151	759151	1	-	3	1	Promoter	13	758517	758831	315	2	YMR244C-A	YMR244C-A_mRNA	-320
XIII	762301	762327	27	-	23	6	Exon (snR86_snoRNA/snR86, exon 1 of 1)	13	762110	763113	1004	2	snR86	snR86_snoRNA	812
XIII	762407	762407	1	-	3	1	Exon (snR86_snoRNA/snR86, exon 1 of 1)	13	762110	763113	1004	2	snR86	snR86_snoRNA	706
XIII	762439	762614	176	-	87	23	Exon (snR86_snoRNA/snR86, exon 1 of 1)	13	762110	763113	1004	2	snR86	snR86_snoRNA	674
XIII	762646	762646	1	-	3	1	Exon (snR86_snoRNA/snR86, exon 1 of 1)	13	762110	763113	1004	2	snR86	snR86_snoRNA	467
XIII	762726	762910	185	-	137	31	Exon (snR86_snoRNA/snR86, exon 1 of 1)	13	762110	763113	1004	2	snR86	snR86_snoRNA	387
XIII	762945	762980	36	-	14	4	Exon (snR86_snoRNA/snR86, exon 1 of 1)	13	762110	763113	1004	2	snR86	snR86_snoRNA	168
XIII	763034	763053	20	-	7	2	Promoter	13	762110	763113	1004	2	snR86	snR86_snoRNA	79
XIII	763108	763117	10	-	23	4	Promoter	13	762110	763113	1004	2	snR86	snR86_snoRNA	0
XIII	768109	768109	1	-	6	1	Promoter	13	763351	768039	4689	2	YMR247C	YMR247C_mRNA	-70
XIII	770416	770416	1	-	6	1	Downstream (2-3kb)	13	768369	768441	73	2	tA(AGC)M2	tA(AGC)M2_tRNA	-1975
XIII	770443	770443	1	-	4	1	Downstream (2-3kb)	13	768369	768441	73	2	tA(AGC)M2	tA(AGC)M2_tRNA	-2002
XIII	770498	770519	22	-	14	3	Downstream (2-3kb)	13	768369	768441	73	2	tA(AGC)M2	tA(AGC)M2_tRNA	-2078
XIII	774218	774218	1	-	3	1	Distal Intergenic	13	775315	775719	405	2	YMR252C	YMR252C_mRNA	1501
XIII	775782	775782	1	-	3	1	Promoter	13	775315	775719	405	2	YMR252C	YMR252C_mRNA	-63
XIII	777202	777243	42	-	29	5	Promoter	13	775946	777190	1245	2	YMR253C	YMR253C_mRNA	-53
XIII	779149	779177	29	-	26	4	Promoter	13	778945	779127	183	2	YMR256C	YMR256C_mRNA	-50
XIII	782340	782340	1	-	3	1	Promoter	13	779629	782031	2403	2	YMR257C	YMR257C_mRNA	-309
XIII	782419	782423	5	-	15	2	Promoter	13	779629	782031	2403	2	YMR257C	YMR257C_mRNA	-392
XIII	784316	784348	33	-	24	4	Promoter	13	782620	784281	1662	2	YMR258C	YMR258C_mRNA	-67
XIII	788919	788955	37	-	25	7	Promoter	13	784621	788883	4263	2	YMR259C	YMR259C_mRNA	-72
XIII	789839	789888	50	-	216	15	Promoter	13	789378	789839	462	2	YMR260C	YMR260C_mRNA	0
XIII	793455	793455	1	-	6	1	Promoter	13	790205	793369	3165	2	YMR261C	YMR261C_mRNA	-86
XIII	793539	793539	1	-	13	1	Promoter	13	790205	793369	3165	2	YMR261C	YMR261C_mRNA	-170
XIII	797887	797932	46	-	45	7	Promoter	13	796540	797925	1386	2	YMR265C	YMR265C_mRNA	0
XIII	798347	798351	5	-	7	2	Promoter	13	796540	797925	1386	2	YMR265C	YMR265C_mRNA	-426
XIII	804264	804264	1	-	5	1	Promoter	13	802888	804222	1335	2	YMR268C	YMR268C_mRNA	-42
XIII	806564	806566	3	-	14	2	Promoter	13	805326	806423	1098	2	YMR270C	YMR270C_mRNA	-143
XIII	810815	810821	7	-	26	3	Promoter	13	809623	810777	1155	2	YMR272C	YMR272C_mRNA	-44
XIII	814150	814179	30	-	27	3	Promoter	13	811233	813980	2748	2	YMR273C	YMR273C_mRNA	-199
XIII	831376	831376	1	-	3	1	Promoter	13	827028	831329	4302	2	YMR280C	YMR280C_mRNA	-47
XIII	831436	831436	1	-	4	1	Promoter	13	827028	831329	4302	2	YMR280C	YMR280C_mRNA	-107
XIII	832950	832950	1	-	3	1	Distal Intergenic	13	827028	831329	4302	2	YMR280C	YMR280C_mRNA	-1621
XIII	835145	835145	1	-	3	1	Promoter	13	833356	835098	1743	2	YMR282C	YMR282C_mRNA	-47
XIII	836829	836842	14	-	17	3	Promoter	13	835326	836867	1542	2	YMR283C	YMR283C_mRNA	38
XIII	836935	836935	1	-	3	1	Promoter	13	835326	836867	1542	2	YMR283C	YMR283C_mRNA	-68
XIII	841661	841661	1	-	3	1	Promoter	13	840144	841691	1548	2	YMR285C	YMR285C_mRNA	30
XIII	841699	841714	16	-	18	3	Promoter	13	840144	841691	1548	2	YMR285C	YMR285C_mRNA	-23
XIII	845382	845382	1	-	3	1	Promoter	13	842436	845345	2910	2	YMR287C	YMR287C_mRNA	-37
XIII	845416	845416	1	-	3	1	Promoter	13	842436	845345	2910	2	YMR287C	YMR287C_mRNA	-71
XIII	851609	851661	53	-	66	8	Promoter	13	850074	851591	1518	2	YMR290C	YMR290C_mRNA	-70
XIII	856791	856791	1	-	5	1	Promoter	13	855399	856793	1395	2	YMR293C	YMR293C_mRNA	2
XIII	856827	856827	1	-	3	1	Promoter	13	855399	856793	1395	2	YMR293C	YMR293C_mRNA	-34
XIII	858933	858976	44	-	71	11	Promoter	13	858297	858890	594	2	YMR295C	YMR295C_mRNA	-86
XIII	860989	861011	23	-	66	6	Promoter	13	859215	860891	1677	2	YMR296C	YMR296C_mRNA	-120
XIII	861042	861102	61	-	66	11	Promoter	13	859215	860891	1677	2	YMR296C	YMR296C_mRNA	-211
XIII	865401	865401	1	-	4	1	Promoter	13	864412	865350	939	2	YMR299C	YMR299C_mRNA	-51
XIII	867165	867165	1	-	7	1	Promoter	13	865559	867091	1533	2	YMR300C	YMR300C_mRNA	-74
XIII	867210	867210	1	-	4	1	Promoter	13	865559	867091	1533	2	YMR300C	YMR300C_mRNA	-119
XIII	869657	869694	38	-	28	5	Promoter	13	867555	869627	2073	2	YMR301C	YMR301C_mRNA	-67
XIII	872662	872667	6	-	11	2	Promoter	13	870073	872625	2553	2	YMR302C	YMR302C_mRNA	-42
XIII	880324	880371	48	-	40	7	Promoter	13	879063	880232	1170	2	YMR305C	YMR305C_mRNA	-139
XIII	892365	892401	37	-	62	8	Promoter	13	888952	892221	3270	2	YMR308C	YMR308C_mRNA	-180
XIII	895482	895530	49	-	54	9	Promoter	13	892988	895426	2439	2	YMR309C	YMR309C_mRNA	-104
XIII	896698	896720	23	-	25	5	Promoter	13	895716	896669	954	2	YMR310C	YMR310C_mRNA	-51
XIII	897457	897457	1	-	6	1	Exon (YMR311C_mRNA/YMR311C, exon 1 of 1)	13	896914	897603	690	2	YMR311C	YMR311C_mRNA	146
XIII	897604	897659	56	-	258	16	Promoter	13	896914	897603	690	2	YMR311C	YMR311C_mRNA	-56
XIII	899002	899002	1	-	3	1	Downstream (2-3kb)	13	896914	897603	690	2	YMR311C	YMR311C_mRNA	-1399
XIII	901317	901322	6	-	7	2	Promoter	13	899379	901307	1929	2	YMR313C	YMR313C_mRNA	-15
XIII	902480	902480	1	-	3	1	Distal Intergenic	13	899379	901307	1929	2	YMR313C	YMR313C_mRNA	-1173
XIII	904128	904128	1	-	5	1	Distal Intergenic	13	905662	905973	312	2	YMR316C-A	YMR316C-A_mRNA	1845
XIII	910803	910803	1	-	3	1	Distal Intergenic	13	911061	912143	1083	2	YMR318C	YMR318C_mRNA	1340
XIII	912183	912208	26	-	11	2	Promoter	13	911061	912143	1083	2	YMR318C	YMR318C_mRNA	-65
XIII	912236	912283	48	-	36	5	Promoter	13	911061	912143	1083	2	YMR318C	YMR318C_mRNA	-140
XIII	914600	914611	12	-	17	4	Promoter	13	912880	914538	1659	2	YMR319C	YMR319C_mRNA	-73
XIII	914667	914714	48	-	16	5	Promoter	13	912880	914538	1659	2	YMR319C	YMR319C_mRNA	-176
XIII	915052	915052	1	-	3	1	Promoter	13	912880	914538	1659	2	YMR319C	YMR319C_mRNA	-514
XIV	8320	8323	4	+	8	2	Promoter	14	8330	9475	1146	1	YNL336W	YNL336W_mRNA	-7
XIV	13101	13101	1	+	5	1	Promoter	14	13267	14163	897	1	YNL333W	YNL333W_mRNA	-166
XIV	13149	13149	1	+	4	1	Promoter	14	13267	14163	897	1	YNL333W	YNL333W_mRNA	-118
XIV	13292	13292	1	+	4	1	Promoter	14	13267	14163	897	1	YNL333W	YNL333W_mRNA	25
XIV	23994	24047	54	+	154	9	Promoter	14	24048	27173	3126	1	YNL327W	YNL327W_mRNA	-1
XIV	31879	31882	4	+	6	2	Promoter	14	31944	33188	1245	1	YNL323W	YNL323W_mRNA	-62
XIV	34670	34688	19	+	36	3	Promoter	14	34696	37422	2727	1	YNL321W	YNL321W_mRNA	-8
XIV	40585	40619	35	+	38	6	Promoter	14	40619	42016	1398	1	YNL317W	YNL317W_mRNA	0
XIV	44430	44434	5	+	6	2	Promoter	14	44447	45214	768	1	YNL314W	YNL314W_mRNA	-13
XIV	48248	48251	4	+	6	2	Promoter	14	48287	49216	930	1	YNL312W	YNL312W_mRNA	-36
XIV	51924	51924	1	+	3	1	Promoter	14	52662	53924	1263	1	YNL309W	YNL309W_mRNA	-738
XIV	52597	52617	21	+	29	4	Promoter	14	52662	53924	1263	1	YNL309W	YNL309W_mRNA	-45
XIV	52653	52653	1	+	5	1	Promoter	14	52662	53924	1263	1	YNL309W	YNL309W_mRNA	-9
XIV	58104	58142	39	+	85	10	Promoter	14	58155	58808	654	1	YNL306W	YNL306W_mRNA	-13
XIV	58183	58183	1	+	3	1	Promoter	14	58155	58808	654	1	YNL306W	YNL306W_mRNA	28
XIV	65623	65662	40	+	97	9	Promoter	14	65744	66052	309	1	YNL300W	YNL300W_mRNA	-82
XIV	66441	66441	1	+	5	1	Promoter	14	66517	68445	1929	1	YNL299W	YNL299W_mRNA	-76
XIV	76782	76809	28	+	13	3	Promoter	14	76946	78520	1575	1	YNL295W	YNL295W_mRNA	-137
XIV	80562	80614	53	+	28	4	Promoter	14	80640	82541	1902	1	YNL293W	YNL293W_mRNA	-26
XIV	81905	81905	1	+	3	1	Promoter	14	82806	84017	1212	1	YNL292W	YNL292W_mRNA	-901
XIV	82768	82801	34	+	52	6	Promoter	14	82806	84017	1212	1	YNL292W	YNL292W_mRNA	-5
XIV	86193	86210	18	+	12	2	Promoter	14	86218	87240	1023	1	YNL290W	YNL290W_mRNA	-8
XIV	87814	87816	3	+	7	2	Promoter	14	87897	88736	840	1	YNL289W	YNL289W_mRNA	-81
XIV	89072	89072	1	+	9	1	Promoter	14	89210	89306	97	1	snR40	snR40_snoRNA	-138
XIV	89210	89210	1	+	6	1	Promoter	14	89210	89306	97	1	snR40	snR40_snoRNA	0
XIV	90162	90162	1	+	6	1	Promoter	14	90303	91424	1122	1	YNL288W	YNL288W_mRNA	-141
XIV	91777	91821	45	+	81	7	Promoter	14	91994	94801	2808	1	YNL287W	YNL287W_mRNA	-173
XIV	91892	91892	1	+	4	1	Promoter	14	91994	94801	2808	1	YNL287W	YNL287W_mRNA	-102
XIV	95131	95131	1	+	5	1	Promoter	14	95223	96080	858	1	YNL286W	YNL286W_mRNA	-92
XIV	95720	95720	1	+	4	1	Promoter	14	96173	96544	372	1	YNL285W	YNL285W_mRNA	-453
XIV	107663	107672	10	+	9	2	Promoter	14	107687	108274	588	1	YNL282W	YNL282W_mRNA	-15
XIV	108387	108387	1	+	8	1	Promoter	14	108467	108928	462	1	YNL281W	YNL281W_mRNA	-80
XIV	108416	108492	77	+	41	8	Promoter	14	108467	108928	462	1	YNL281W	YNL281W_mRNA	0
XIV	119254	119254	1	+	3	1	Promoter	14	119268	120998	1731	1	YNL275W	YNL275W_mRNA	-14
XIV	138438	138438	1	+	4	1	Promoter	14	138550	140385	1836	1	YNL268W	YNL268W_mRNA	-112
XIV	138468	138521	54	+	93	9	Promoter	14	138550	140385	1836	1	YNL268W	YNL268W_mRNA	-29
XIV	138556	138556	1	+	3	1	Promoter	14	138550	140385	1836	1	YNL268W	YNL268W_mRNA	6
XIV	140741	140741	1	+	5	1	Promoter	14	140878	144078	3201	1	YNL267W	YNL267W_mRNA	-137
XIV	140794	140794	1	+	7	1	Promoter	14	140878	144078	3201	1	YNL267W	YNL267W_mRNA	-84
XIV	148199	148199	1	+	10	1	Promoter	14	148212	154880	6669	1	YNL262W	YNL262W_mRNA	-13
XIV	155029	155029	1	+	3	1	Promoter	14	155100	156539	1440	1	YNL261W	YNL261W_mRNA	-71
XIV	155091	155106	16	+	15	3	Promoter	14	155100	156539	1440	1	YNL261W	YNL261W_mRNA	0
XIV	164538	164538	1	+	3	1	Promoter	14	164623	167097	2475	1	YNL256W	YNL256W_mRNA	-85
XIV	164577	164577	1	+	4	1	Promoter	14	164623	167097	2475	1	YNL256W	YNL256W_mRNA	-46
XIV	169417	169417	1	+	5	1	Promoter	14	170018	171286	1269	1	YNL253W	YNL253W_mRNA	-601
XIV	175396	175396	1	+	7	1	Promoter	14	175410	179348	3939	1	YNL250W	YNL250W_mRNA	-14
XIV	182842	182898	57	+	53	10	Promoter	14	182875	185178	2304	1	YNL247W	YNL247W_mRNA	0
XIV	184674	184674	1	+	4	1	Promoter	14	185460	186349	890	1	YNL246W	YNL246W_mRNA	-786
XIV	184947	184947	1	+	3	1	Promoter	14	185460	186349	890	1	YNL246W	YNL246W_mRNA	-513
XIV	185443	185469	27	+	63	5	Promoter	14	185460	186349	890	1	YNL246W	YNL246W_mRNA	0
XIV	187984	188013	30	+	21	4	Promoter	14	188051	190957	2907	1	YNL243W	YNL243W_mRNA	-38
XIV	191230	191230	1	+	5	1	Promoter	14	191324	196102	4779	1	YNL242W	YNL242W_mRNA	-94
XIV	198181	198181	1	+	10	1	Distal Intergenic	14	200569	201933	1365	1	YNL239W	YNL239W_mRNA	-2388
XIV	200212	200212	1	+	5	1	Promoter	14	200569	201933	1365	1	YNL239W	YNL239W_mRNA	-357
XIV	200419	200437	19	+	8	2	Promoter	14	200569	201933	1365	1	YNL239W	YNL239W_mRNA	-132
XIV	200511	200543	33	+	19	3	Promoter	14	200569	201933	1365	1	YNL239W	YNL239W_mRNA	-26
XIV	202133	202133	1	+	4	1	Promoter	14	202428	204872	2445	1	YNL238W	YNL238W_mRNA	-295
XIV	202165	202171	7	+	16	3	Promoter	14	202428	204872	2445	1	YNL238W	YNL238W_mRNA	-257
XIV	206883	206906	24	+	9	2	Promoter	14	206930	209854	2925	1	YNL236W	YNL236W_mRNA	-24
XIV	210183	210191	9	+	16	3	Promoter	14	210233	211513	1281	1	YNL234W	YNL234W_mRNA	-42
XIV	210229	210229	1	+	5	1	Promoter	14	210233	211513	1281	1	YNL234W	YNL234W_mRNA	-4
XIV	210281	210281	1	+	4	1	Promoter	14	210233	211513	1281	1	YNL234W	YNL234W_mRNA	48
XIV	211733	211785	53	+	19	5	Promoter	14	211922	214600	2679	1	YNL233W	YNL233W_mRNA	-137
XIV	214836	214904	69	+	168	12	Promoter	14	214923	215801	879	1	YNL232W	YNL232W_mRNA	-19
XIV	227366	227366	1	+	7	1	Promoter	14	227370	228854	1485	1	YNL223W	YNL223W_mRNA	-4
XIV	229042	229057	16	+	15	2	Promoter	14	229094	229714	621	1	YNL222W	YNL222W_mRNA	-37
